image_path,device_type,defect_type,text_prompt
data\Laptop-damage-detection-testing.v1i.coco\7100014473_png_jpg.rf.512ab2106d15609172a72dc99e25eaf8.jpg,laptop,charging port issue,The charging port is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387525607_282712044579421_2280659367724447816_n_jpg.rf.6201927df68b7792cfbde3dc77dd7d49.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160234_jpg.rf.414147997ce5ee646ad61c33aaa31f7d.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.30b54a4e78a8a5193cdd851b35775edd.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7100014439_jpg.rf.6edf3283282ad572252a786f9495c993.jpg,laptop,charging port issue,The charging port is broken.
data\Laptop-damage-detection-testing.v1i.coco\387622487_291734880373638_5775984471605830976_n_jpg.rf.457782ae150c59208a03edd28cbb55c7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-41-47_jpg.rf.acd22db277a2c2314e5bce1cf447c143.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\387326889_628634302793752_3754668532120639129_n_jpg.rf.24f9f8271acd45a3b23616d1ff71c865.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.fcf546e75e3a28efef360b70d5a6cfac.jpg,laptop,screen scratch,The image shows a screen with a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\166498_1587452281_2_jpg.rf.5b7ad17bc9fd73d5e9cdb7b124f6cf82.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-17-57-27_jpg.rf.d2ce189bfc0472556553da6b0c843ae2.jpg,laptop,keyboard malfunction,The keyboard is not functioning properly.
data\Laptop-damage-detection-testing.v1i.coco\20240910153139_bottom_jpg.rf.0f593ded8c9ed280c61f0b465875de71.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\104_jpeg_jpg.rf.0acd009902a90f88b1405c1c0bc3daec.jpg,laptop,battery swelling,The image shows a laptop with a swollen battery.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155359-1-_jpg.rf.8fa2550711fde8e5bf5674f353041c54.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160225-1-_jpg.rf.29e0a5e52634e4a38e3d5728a5e7692c.jpg,laptop,keyboard malfunction,The keyboard is black and has a key missing.
data\Laptop-damage-detection-testing.v1i.coco\20240910152953_bottom_jpg.rf.0a1ca13ab2a5f5397293c7345a2afb06.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153128_bottom_jpg.rf.22460dec533598f30f09a6a9fd71118e.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.ddb7c8ef6e42bdd753652bbd32cb43a3.jpg,laptop,normal device,The device is a laptop.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160218-0-_jpg.rf.794c1423a8dbe22d44a0840916f1ce39.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20240910152812_bottom_jpg.rf.6532176a2a177c4e318424c3c8f1efe4.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\487_jpg.rf.16b7a8c9a2904305b42a4365d07ad754.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014338_jpg.rf.d3d8f2ab370853feef78bbc5b386249b.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153139_bottom_jpg.rf.758211bc6b2f33a09f8f78cb20d46293.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155400_jpg.rf.eca4e57ba4e44c4f355ef614e65d4197.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20240910152914_bottom_jpg.rf.05ee5ca33eb5a8a7985ae11b57b55b61.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\65_jpg.rf.471823ad8ea8ce1949ad248ed3daeaf0.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160223-1-_jpg.rf.3232f265e04d185921be4b95baeb0bc8.jpg,laptop,keyboard malfunction,The keyboard is broken.
data\Laptop-damage-detection-testing.v1i.coco\75_jpg.rf.b5d7fa42ae50bcfaaca4747429e1eb76.jpg,laptop,keyboard malfunction,"The keyboard is missing a few keys, including the letters ""a"", ""s"", and ""d""."
data\Laptop-damage-detection-testing.v1i.coco\1800003386_png_jpg.rf.7ba546eb5d494ab5e7eb2882ecd14bb1.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913123144_top_jpg.rf.5a93b6d7709d31c748d6a9c3f2cbfc04.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\277da103c55e117b1773783056f78f4d_jpg.rf.d3a8747272ab787fd757ccaf69908e6b.jpg,laptop,display flickering,The image is blurry.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155400_jpg.rf.452473f6c7509950f3d2f9c829ad8b3d.jpg,laptop,keyboard malfunction,The keyboard is black.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160223-1-_jpg.rf.2dbb0c5e5226e3fe05eff2d4d35af211.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\37_jpg.rf.f0e9922b029e71be05503875c0c7171f.jpg,laptop,screen scratch,The screen is scratched.
data\Laptop-damage-detection-testing.v1i.coco\20240910153051_bottom_jpg.rf.16ceb30b955963071d4121b64fcde1f4.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387459687_851659923067403_3822777885389831890_n_jpg.rf.97715d660ebc382c2b3301daa153e1f0.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.11daab3c39b0dfb23739b17909278656.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-17-59-10_jpg.rf.183529e359de3bee603ae53cea770a39.jpg,laptop,normal device,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\385498683_853287709530521_1400322349940815434_n_jpg.rf.18bfbbe053a3678b68b9c44931529ba7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-223094351_jpeg.rf.4034a5dff17b23b63bd2447f500e2277.jpg,laptop,display flickering,"The image shows a green display with a flickering light. The flickering light is located in the center of the display, and it appears to be a circular shape. The flickering light is the defected part of the image, and it is likely that the display is malfunctioning or experiencing technical issues."
data\Laptop-damage-detection-testing.v1i.coco\20240906134724_top_jpg.rf.a8f46fd24cc351cd590c2ba2dae73ba7.jpg,laptop,normal device,The laptop is missing its screen.
data\Laptop-damage-detection-testing.v1i.coco\600014426_jpg.rf.df2e787aa3ef03ac2433c2cc1925426f.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.1a8973ad3d99654504fd73a3452ffdf8.jpg,laptop,battery swelling,The image shows a close-up of a battery swelling.
data\Laptop-damage-detection-testing.v1i.coco\6100013168_jpg.rf.7a9cab33d45e9d299d551460f6a48cc0.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\4d0434u-960_jpg.rf.0fc931794b67616c00c4725ad3b90d13.jpg,laptop,back panel damaging,"The back panel of the car is damaged, with a hole in it."
data\Laptop-damage-detection-testing.v1i.coco\1400013334_jpg.rf.ea48ddacefa14664c9eb5efb6d411d06.jpg,laptop,cracked screen,"The laptop's screen is cracked, which is the defective part of the image."
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-07-23_jpg.rf.e0b681a797cb393bf4554ed0e60ad30c.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\850-G3-i5-6300U-500-8_jpg.rf.168435b95d9b160cb0a36d2a6c53421d.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a crack in the middle."
data\Laptop-damage-detection-testing.v1i.coco\103_jpeg_jpg.rf.407fe2f8216dc8c29a026b5617621bc3.jpg,laptop,normal device,The device is a laptop.
data\Laptop-damage-detection-testing.v1i.coco\370060857_232952403109249_2201671253730766584_n_jpg.rf.088cafe72bab9b0d5a73e494ead0718f.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387568312_1013866739859589_7261385527298626043_n_jpg.rf.2ce47133b79973e799f419cab903f568.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913123359_top_jpg.rf.9c123dc000fcafa3b580335e1a3cc373.jpg,laptop,back panel damaging,The back panel of the computer is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240112_C223013901-2-_jpg.rf.1eec84aa8d9c225d7cd0ad682adc962f.jpg,laptop,screen scratch,The screen has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\387326889_628634302793752_3754668532120639129_n_jpg.rf.c8abdd82d395d3c8b117f5d4349c05da.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370197575_280865421487294_7982785502145262537_n_jpg.rf.078c76e26ad0fdce27d0c273fb82bf8c.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370262362_811861507610740_5903580242507620236_n_jpg.rf.9cb21b15d48ebab1d898681bdd435410.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a visible crack."
data\Laptop-damage-detection-testing.v1i.coco\1400013331_png_jpg.rf.2b2de43f5c09df43168e78406279d527.jpg,laptop,cracked screen,The laptop is cracked.
data\Laptop-damage-detection-testing.v1i.coco\20240906134724_top_jpg.rf.26af3038779c3935d7d0879204929b71.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-223013237-3-_jpeg.rf.c6013791b31ea2b00d3f6091016b282b.jpg,laptop,display flickering,The image is blurry and has a flickering display.
data\Laptop-damage-detection-testing.v1i.coco\800013154_jpg.rf.ca4c9b3cb239a885b3ca954b8b5ce68b.jpg,laptop,cracked screen,The screen of the laptop is cracked.
data\Laptop-damage-detection-testing.v1i.coco\98QtwkV9ivk_jpg.rf.9bb56c16b64825ac8d9677a01716d27c.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\031245531b21f2_jpg.rf.9c8b9e0c40d4cb02c87d5c7f99b21f4a.jpg,laptop,water damage,The water damage is on the left side of the image.
data\Laptop-damage-detection-testing.v1i.coco\600014363_jpg.rf.6c082c05850257944ab9425cb59e21f6.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906133458_top_jpg.rf.fcbe56bf37c965609f7500b6a58d6a38.jpg,laptop,normal device,The device is a laptop.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155411_jpg.rf.1c3bdebcc92414fb120416c4ca68cd03.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160223-1-_jpg.rf.494e8108d2257e51baa88e71970f0149.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\600014307_jpg.rf.32430c1b9b49f27978904d1394c357be.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913122802_top_jpg.rf.2fce8a3c8bf79811bd50f865c1b7599d.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014341_jpg.rf.d96d14fbc16ed0b10633c05b01c3083a.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a missing piece."
data\Laptop-damage-detection-testing.v1i.coco\-223013872_2024-01-12_14-54-49_jpg.rf.b74913dc0754a3844602c437ddd05ee6.jpg,laptop,screen scratch,The screen has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\-223094351_jpeg.rf.8c8de5d6acdf1c7bf63fbdbac9a21449.jpg,laptop,audio issues,"The image shows a green speaker with a green light shining through it. The light is shining through a hole in the speaker, which is a defect."
data\Laptop-damage-detection-testing.v1i.coco\6510014334_png_jpg.rf.ee1c5bc74e7a355a322fe90539b3854b.jpg,laptop,cracked screen,The screen is cracked and broken.
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.2817750b148352bd177de5c5487013b0.jpg,laptop,normal device,The device is a laptop.
data\Laptop-damage-detection-testing.v1i.coco\20240906142210_bottom_png_jpg.rf.94eed14d5735b4c908d656448c325e82.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-32-34_jpg.rf.0062ef3a6c6a7aa5a0bccb9c7b44e05b.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\1-w9ygt_jpg.rf.e7035a37b2f3981b204a0a665fd51619.jpg,laptop,back panel damaging,"The back panel of the device is damaged, with a visible crack."
data\Laptop-damage-detection-testing.v1i.coco\700-700_jpg.rf.0de264bbf727bee0db57facbb371a34a.jpg,laptop,back panel damaging,The back panel of the computer is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370293564_336508052207587_1766574074299814173_n_jpg.rf.95aaa8b222cb654f3e5f4bd1b54253e9.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370292903_1394141611482903_357238308047406006_n_jpg.rf.997a79269ce34feab2af6a98101d763a.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240112_C223013901-5-_jpg.rf.dca26962b715de6c58548eb4a13912e2.jpg,laptop,display flickering,The image shows a green screen with a flickering display.
data\Laptop-damage-detection-testing.v1i.coco\446_jpg.rf.f8c5b2f2e5d36f681d70378440fdff64.jpg,laptop,screen scratch,The screen is scratched.
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.6888d319d6cdc9d4ede179bd2f9b3990.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\75_jpg.rf.b565dbcc144b4a3f8e9a57d35480b8f5.jpg,laptop,keyboard malfunction,The keyboard is missing a few keys.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-11-29_jpg.rf.240f35225138fcf8c2912f29a437b79c.jpg,laptop,screen scratch,The screen has a scratch.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-17-55-43_jpg.rf.faad53a9c6f2d1eafa2b3f0e58496c9c.jpg,laptop,charging port issue,The charging port is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387525607_282712044579421_2280659367724447816_n_jpg.rf.8e23f6c250b4e3d9dea9790d035d8255.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370130480_740339634591263_2767953956412768827_n_jpg.rf.2630cfbf5f67363adbb3fec0203f0de5.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\386477968_1344731392797029_5575715056584165488_n_jpg.rf.74c6ccf580ee18909d51d3f9bf321048.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\3_jpg.rf.bea282634fd5b6c312e4234f4a7f207c.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-38-21_jpg.rf.50abe089840b4b7adc0c030fc236f2e6.jpg,laptop,screen scratch,The image has a scratch on the screen.
data\Laptop-damage-detection-testing.v1i.coco\-223010314_jpeg.rf.b4cd7952f4077c56b5805ccb4d959afe.jpg,laptop,display flickering,The image shows a display with a flickering screen.
data\Laptop-damage-detection-testing.v1i.coco\1-w9ygt_jpg.rf.f6a6b4bf2d9269c927a9762c0b8f4dd4.jpg,laptop,back panel damaging,"The back panel of the device is damaged, with a crack in the middle."
data\Laptop-damage-detection-testing.v1i.coco\600014363_jpg.rf.d41964a6355e93886ef804805895302e.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906132137_top_jpg.rf.d681a723dfed079af1d8d11eca56c56f.jpg,laptop,back panel damaging,The back panel of the dell computer is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153035_bottom_jpg.rf.c26f29bf6a1c20153614763b5840968d.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\4_jpg.rf.bfd28a324acec2657a61f0434a5f8d4e.jpg,laptop,cracked screen,The screen is cracked and broken.
data\Laptop-damage-detection-testing.v1i.coco\-223010314_jpeg.rf.2ea42b851379e941762b33fcab034825.jpg,laptop,display flickering,The image shows a display with a flickering screen.
